website|weeknumber|activity_level_label|url|season|statename|activity_level|weekend
Influenza Information|1|Minimal|http://www.ok.gov/health/Disease,_Prevention,_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html|2015-16|Oklahoma|2|Jan-09-2016
Mississippi Flu Surveillance and Influenza-Like Illness Reports|1|Minimal|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|2015-16|Mississippi|2|Jan-09-2016
Influenza Data & Statistical Reports |1|Minimal|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|2015-16|Missouri|2|Jan-09-2016
Influenza Surveillance Data|1|Minimal|http://blog.mass.gov/publichealth/category/flu-facts/|2015-16|Massachusetts|2|Jan-09-2016
Influenza|1|Minimal|http://new.dhh.louisiana.gov/index.cfm/page/1591|2015-16|Louisiana|2|Jan-09-2016
Influenza|1|Minimal|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2015-16|Idaho|2|Jan-09-2016
Influenza Activity and Surveillance|1|Minimal|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|2015-16|South Carolina|2|Jan-09-2016
Seasonal Influenza Weekly Update|1|Minimal|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|2015-16|Utah|2|Jan-09-2016
Influenza Activity and Surveillance|2|Minimal|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|2015-16|South Carolina|2|Jan-16-2016
Influenza Weekly Report |2|Minimal|http://www.flufreepa.com|2015-16|Pennsylvania|2|Jan-16-2016
Flu in New Mexico|2|Minimal|https://nmhealth.org/about/erd/ideb/isp/|2015-16|New Mexico|2|Jan-16-2016
Influenza (Flu): Surveillance, News Releases and Brochures|2|Minimal|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|2015-16|Nevada|2|Jan-16-2016
Influenza Surveillance Data|2|Minimal|http://blog.mass.gov/publichealth/category/flu-facts/|2015-16|Massachusetts|2|Jan-16-2016
Influenza Surveillance|3|Minimal|http://adph.org/influenza/|2015-16|Alabama|2|Jan-23-2016
Influenza Activity and Surveillance|3|Minimal|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|2015-16|South Carolina|2|Jan-23-2016
Influenza Disease Surveillance Data|3|Minimal|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|2015-16|Oregon|2|Jan-23-2016
Influenza Weekly Report |3|Minimal|http://www.flufreepa.com|2015-16|Pennsylvania|2|Jan-23-2016
Mississippi Flu Surveillance and Influenza-Like Illness Reports|3|Minimal|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|2015-16|Mississippi|2|Jan-23-2016
Influenza Data & Statistical Reports |3|Minimal|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|2015-16|Missouri|2|Jan-23-2016
Influenza Surveillance Data|3|Minimal|http://blog.mass.gov/publichealth/category/flu-facts/|2015-16|Massachusetts|2|Jan-23-2016
Influenza (Flu)|3|Minimal|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|2015-16|California|2|Jan-23-2016
Weekly Influenza Surveillance Reports|3|Minimal|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |2015-16|Florida|2|Jan-23-2016
Influenza-Like Illness Surveillance Summary Archive|3|Minimal|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|2015-16|Tennessee|2|Jan-23-2016
Communicable Disease and Immunizations|4|Minimal|http://www.healthy.arkansas.gov/programs-services/topics/influenza|2015-16|Arkansas|2|Jan-30-2016
Influenza (Flu)|4|Minimal|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|2015-16|California|2|Jan-30-2016
Influenza Surveillance|4|Minimal|https://www.colorado.gov/pacific/cdphe/influenza-data|2015-16|Colorado|2|Jan-30-2016
Seasonal Influenza - Surveillance|4|Minimal|http://www.nj.gov/health/cd/topics/flu.shtml|2015-16|New Jersey|2|Jan-30-2016
Influenza (Flu): Surveillance, News Releases and Brochures|4|Minimal|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|2015-16|Nevada|2|Jan-30-2016
Influenza Surveillance|5|Minimal|http://adph.org/influenza/|2015-16|Alabama|2|Feb-06-2016
Communicable Disease and Immunizations|5|Minimal|http://www.healthy.arkansas.gov/programs-services/topics/influenza|2015-16|Arkansas|2|Feb-06-2016
Mississippi Flu Surveillance and Influenza-Like Illness Reports|5|Minimal|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|2015-16|Mississippi|2|Feb-06-2016
Influenza Surveillance|5|Minimal|http://www.health.ri.gov/data/flu/index.php|2015-16|Rhode Island|2|Feb-06-2016
Influenza Information|5|Minimal|http://doh.sd.gov/diseases/infectious/flu/default.aspx|2015-16|South Dakota|2|Feb-06-2016
Influenza-Like Illness Surveillance Summary Archive|5|Minimal|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|2015-16|Tennessee|2|Feb-06-2016
Influenza Information|5|Minimal|http://www.kdheks.gov/flu/surveillance.htm|2015-16|Kansas|2|Feb-06-2016
Hawaii's Influenza Surveillance Program|5|Minimal|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|2015-16|Hawaii|2|Feb-06-2016
Influenza Information|6|Minimal|http://www.kdheks.gov/flu/surveillance.htm|2015-16|Kansas|2|Feb-13-2016
Influenza - Flu|6|Minimal|http://chfs.ky.gov/dph/epi/Influenza.htm|2015-16|Kentucky|2|Feb-13-2016
Influenza|6|Minimal|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2015-16|Idaho|2|Feb-13-2016
Influenza-Like Illness Surveillance Summary Archive|6|Minimal|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|2015-16|Tennessee|2|Feb-13-2016
Influenza Disease Surveillance Data|6|Minimal|http://public.health.oregon.gov/DiseasesConditions/CommunicableDisease/DiseaseSurveillanceData/Influenza/Pages/surveil.aspx|2015-16|Oregon|2|Feb-13-2016
Influenza Surveillance|6|Minimal|http://www.health.ri.gov/data/flu/index.php|2015-16|Rhode Island|2|Feb-13-2016
Influenza|6|Minimal|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/|2015-16|Wyoming|2|Feb-13-2016
Influenza Update|6|Minimal|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|2015-16|Washington|2|Feb-13-2016
Influenza in Indiana|7|Minimal|http://www.in.gov/isdh/22104.htm|2015-16|Indiana|2|Feb-20-2016
Iowa Influenza Surveillance Network|7|Minimal|http://idph.iowa.gov/influenza/surveillance|2015-16|Iowa|2|Feb-20-2016
Influenza Activity and Surveillance|8|Minimal|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|2015-16|Michigan|2|Feb-27-2016
Influenza|8|Minimal|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2015-16|Idaho|2|Feb-27-2016
Iowa Influenza Surveillance Network|8|Minimal|http://idph.iowa.gov/influenza/surveillance|2015-16|Iowa|2|Feb-27-2016
Influenza|7|Minimal|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/|2015-16|Wyoming|2|Feb-20-2016
Flu Activity|7|Minimal|http://www.healthvermont.gov/immunizations-infectious-disease/influenza/flu-activity-and-surveillance|2015-16|Vermont|2|Feb-20-2016
Influenza Information|8|Minimal|http://www.flu.ohio.gov |2015-16|Ohio|2|Feb-27-2016
Tracking Influenza in Wisconsin|8|Minimal|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|2015-16|Wisconsin|2|Feb-27-2016
Influenza|8|Minimal|https://health.wyo.gov/publichealth/infectious-disease-epidemiology-unit/influenza/influenza-reports/|2015-16|Wyoming|2|Feb-27-2016
Influenza Information|9|Minimal|http://doh.sd.gov/diseases/infectious/flu/default.aspx|2015-16|South Dakota|2|Mar-05-2016
Influenza Information|9|Minimal|http://www.flu.ohio.gov |2015-16|Ohio|2|Mar-05-2016
Influenza Control and Surveillance|10|Minimal|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|2015-16|New Hampshire|2|Mar-12-2016
Iowa Influenza Surveillance Network|10|Minimal|http://idph.iowa.gov/influenza/surveillance|2015-16|Iowa|2|Mar-12-2016
Weekly Influenza Surveillance Reports|10|Minimal|http://dhss.delaware.gov/dhss/dph/epi/influenzawkly.html|2015-16|Delaware|2|Mar-12-2016
Influenza Update|9|Minimal|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|2015-16|Washington|2|Mar-05-2016
Tracking Influenza in Wisconsin|11|Minimal|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|2015-16|Wisconsin|2|Mar-19-2016
Influenza Information|11|Minimal|http://www.flu.ohio.gov |2015-16|Ohio|2|Mar-19-2016
Influenza Control and Surveillance|11|Minimal|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|2015-16|New Hampshire|2|Mar-19-2016
Weekly Surveillance Updates|11|Minimal|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|2015-16|Maine|2|Mar-19-2016
Influenza Activity and Surveillance|11|Minimal|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|2015-16|Michigan|2|Mar-19-2016
Influenza (Flu): Surveillance, News Releases and Brochures|12|Minimal|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|2015-16|Nevada|2|Mar-26-2016
Influenza Control and Surveillance|12|Minimal|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|2015-16|New Hampshire|2|Mar-26-2016
Influenza Activity and Surveillance|12|Minimal|http://www.michigan.gov/mdch/0,1607,7-132-2940_2955_22779_40563_48357-191722--,00.html|2015-16|Michigan|2|Mar-26-2016
Influenza Surveillance|12|Minimal|https://phpa.health.maryland.gov/influenza/fluwatch|2015-16|Maryland|2|Mar-26-2016
Influenza|12|Minimal|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2015-16|Idaho|2|Mar-26-2016
Influenza Information|12|Minimal|http://www.flu.ohio.gov |2015-16|Ohio|2|Mar-26-2016
Influenza in Indiana|13|Minimal|http://www.in.gov/isdh/22104.htm|2015-16|Indiana|2|Apr-02-2016
Iowa Influenza Surveillance Network|13|Minimal|http://idph.iowa.gov/influenza/surveillance|2015-16|Iowa|2|Apr-02-2016
Influenza Information|12|Minimal|http://doh.sd.gov/diseases/infectious/flu/default.aspx|2015-16|South Dakota|2|Mar-26-2016
Influenza Update|12|Minimal|http://www.doh.wa.gov/DataandStatisticalReports/DiseasesandChronicConditions/CommunicableDiseaseSurveillanceData/InfluenzaSurveillanceData|2015-16|Washington|2|Mar-26-2016
Influenza (Flu)|13|Minimal|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|2015-16|California|2|Apr-02-2016
Weekly Surveillance Updates|13|Minimal|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|2015-16|Maine|2|Apr-02-2016
Influenza|13|Minimal|http://www.ndflu.com/default.aspx|2015-16|North Dakota|2|Apr-02-2016
Influenza Activity, Surveillance and Reports|13|Minimal|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|2015-16|New York|2|Apr-02-2016
Influenza (Flu): Surveillance, News Releases and Brochures|13|Minimal|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|2015-16|Nevada|2|Apr-02-2016
Influenza Control and Surveillance|13|Minimal|http://www.dhhs.nh.gov/dphs/cdcs/influenza/activity.htm|2015-16|New Hampshire|2|Apr-02-2016
Influenza|13|Minimal|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2015-16|Idaho|2|Apr-02-2016
Influenza Data & Statistical Reports |14|Minimal|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|2015-16|Missouri|2|Apr-09-2016
Influenza|14|Minimal|http://new.dhh.louisiana.gov/index.cfm/page/1591|2015-16|Louisiana|2|Apr-09-2016
Tracking Influenza in Wisconsin|13|Minimal|http://www.dhs.wisconsin.gov/communicable/influenza/index.htm|2015-16|Wisconsin|2|Apr-02-2016
Puerto Rico Departamento de Salud|13|Minimal|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2015-16|Puerto Rico|2|Apr-02-2016
Influenza|14|Minimal|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2015-16|Idaho|2|Apr-09-2016
Weekly Influenza Surveillance Reports|14|Minimal|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |2015-16|Florida|2|Apr-09-2016
Influenza Surveillance|14|Minimal|http://www.health.ri.gov/data/flu/index.php|2015-16|Rhode Island|2|Apr-09-2016
Influenza Activity and Surveillance|14|Minimal|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|2015-16|South Carolina|2|Apr-09-2016
Seasonal Influenza Surveillance Reports|15|Minimal|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance|2015-16|Illinois|2|Apr-16-2016
Influenza Surveillance Report|15|Minimal|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |2015-16|Alaska|2|Apr-16-2016
Influenza Activity, Surveillance and Reports|15|Minimal|http://www.health.ny.gov/diseases/communicable/influenza/surveillance/|2015-16|New York|2|Apr-16-2016
Influenza (Flu): Surveillance, News Releases and Brochures|15|Minimal|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|2015-16|Nevada|2|Apr-16-2016
Influenza|15|Minimal|http://new.dhh.louisiana.gov/index.cfm/page/1591|2015-16|Louisiana|2|Apr-16-2016
Influenza Data & Statistical Reports |15|Minimal|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|2015-16|Missouri|2|Apr-16-2016
Current Influenza Surveillance|15|Minimal|http://www.dhhr.wv.gov/oeps/disease/flu/Pages/fluSurveillance.aspx|2015-16|West Virginia|2|Apr-16-2016
Hawaii's Influenza Surveillance Program|16|Minimal|http://health.hawaii.gov/docd/resources/reports/influenza-reports/|2015-16|Hawaii|2|Apr-23-2016
Seasonal Influenza Weekly Update|16|Minimal|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|2015-16|Utah|2|Apr-23-2016
Influenza Activity and Surveillance|16|Minimal|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|2015-16|South Carolina|2|Apr-23-2016
Influenza Data & Statistical Reports |16|Minimal|http://health.mo.gov/living/healthcondiseases/communicable/influenza/reports.php|2015-16|Missouri|2|Apr-23-2016
Seasonal Influenza Surveillance Reports|16|Minimal|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance|2015-16|Illinois|2|Apr-23-2016
Influenza - Flu|16|Minimal|http://chfs.ky.gov/dph/epi/Influenza.htm|2015-16|Kentucky|2|Apr-23-2016
Influenza|16|Minimal|http://new.dhh.louisiana.gov/index.cfm/page/1591|2015-16|Louisiana|2|Apr-23-2016
Weekly Influenza Surveillance Reports|16|Minimal|http://www.floridahealth.gov/diseases-and-conditions/influenza/index.html |2015-16|Florida|2|Apr-23-2016
Seasonal Influenza - Surveillance|17|Minimal|http://www.nj.gov/health/cd/topics/flu.shtml|2015-16|New Jersey|2|Apr-30-2016
Influenza Surveillance Data|17|Minimal|http://blog.mass.gov/publichealth/category/flu-facts/|2015-16|Massachusetts|2|Apr-30-2016
Weekly Surveillance Updates|17|Minimal|http://www.maine.gov/dhhs/mecdc/infectious-disease/epi/influenza/influenza-surveillance-weekly-updates.shtml|2015-16|Maine|2|Apr-30-2016
Influenza Surveillance|17|Minimal|http://adph.org/influenza/|2015-16|Alabama|2|Apr-30-2016
Communicable Disease and Immunizations|17|Minimal|http://www.healthy.arkansas.gov/programs-services/topics/influenza|2015-16|Arkansas|2|Apr-30-2016
Influenza Surveillance|17|Minimal|https://www.colorado.gov/pacific/cdphe/influenza-data|2015-16|Colorado|2|Apr-30-2016
Flu Statistics|17|Minimal|http://www.portal.ct.gov/DPH/Infectious-Diseases/Flu/Influenza-Surveillance-and-Statistics|2015-16|Connecticut|2|Apr-30-2016
Seasonal Influenza Weekly Update|17|Minimal|http://health.utah.gov/epi/diseases/influenza/surveillance/index.html|2015-16|Utah|2|Apr-30-2016
North Carolina Influenza Update|17|Minimal|http://www.flu.nc.gov/ |2015-16|North Carolina|2|Apr-30-2016
Influenza Surveillance|17|Minimal|http://www.health.ri.gov/data/flu/index.php|2015-16|Rhode Island|2|Apr-30-2016
Influenza Surveillance Data|18|Minimal|http://blog.mass.gov/publichealth/category/flu-facts/|2015-16|Massachusetts|2|May-07-2016
North Carolina Influenza Update|18|Minimal|http://www.flu.nc.gov/ |2015-16|North Carolina|2|May-07-2016
Influenza Weekly Report |18|Minimal|http://www.flufreepa.com|2015-16|Pennsylvania|2|May-07-2016
Influenza Surveillance|18|Minimal|https://www.colorado.gov/pacific/cdphe/influenza-data|2015-16|Colorado|2|May-07-2016
Influenza|18|Minimal|http://healthandwelfare.idaho.gov/Health/DiseasesConditions/SeasonalInfluenzaFlu/tabid/327/Default.aspx|2015-16|Idaho|2|May-07-2016
Influenza-Like Illness Surveillance Summary Archive|18|Minimal|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|2015-16|Tennessee|2|May-07-2016
Influenza Surveillance|18|Minimal|http://www.dshs.state.tx.us/idcu/disease/influenza/surveillance/|2015-16|Texas|2|May-07-2016
Virginia Weekly Influenza Activity Report|20|Minimal|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|2015-16|Virginia|2|May-21-2016
Influenza Surveillance|19|Minimal|https://www.colorado.gov/pacific/cdphe/influenza-data|2015-16|Colorado|2|May-14-2016
Communicable Disease and Immunizations|19|Minimal|http://www.healthy.arkansas.gov/programs-services/topics/influenza|2015-16|Arkansas|2|May-14-2016
Influenza-Like Illness Surveillance Summary Archive|21|Minimal|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|2015-16|Tennessee|2|May-28-2016
Influenza & RSV Surveillance|21|Minimal|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|2015-16|Arizona|2|May-28-2016
Virginia Weekly Influenza Activity Report|21|Minimal|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|2015-16|Virginia|2|May-28-2016
Influenza-Like Illness Surveillance Summary Archive|22|Minimal|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|2015-16|Tennessee|2|Jun-04-2016
Influenza & RSV Surveillance|22|Minimal|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|2015-16|Arizona|2|Jun-04-2016
Surveillance Data|21|Minimal|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|2015-16|New York City|2|May-28-2016
Influenza Surveillance|22|Minimal|https://phpa.health.maryland.gov/influenza/fluwatch|2015-16|Maryland|2|Jun-04-2016
Virginia Weekly Influenza Activity Report|22|Minimal|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|2015-16|Virginia|2|Jun-04-2016
Puerto Rico Departamento de Salud|22|Minimal|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2015-16|Puerto Rico|2|Jun-04-2016
Influenza & RSV Surveillance|23|Minimal|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|2015-16|Arizona|2|Jun-11-2016
Influenza-Like Illness Surveillance Summary Archive|23|Minimal|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|2015-16|Tennessee|2|Jun-11-2016
Influenza-Like Illness Surveillance Summary Archive|24|Minimal|http://www.tn.gov/health/cedep/immunization-program/ip/flu-in-tennessee.html|2015-16|Tennessee|2|Jun-18-2016
Weekly Influenza Surveillance in Georgia|23|Minimal|https://dph.georgia.gov/flu-activity-georgia|2015-16|Georgia|2|Jun-11-2016
Puerto Rico Departamento de Salud|24|Minimal|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2015-16|Puerto Rico|2|Jun-18-2016
Influenza & RSV Surveillance|24|Minimal|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|2015-16|Arizona|2|Jun-18-2016
Puerto Rico Departamento de Salud|25|Minimal|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2015-16|Puerto Rico|2|Jun-25-2016
Puerto Rico Departamento de Salud|27|Minimal|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2015-16|Puerto Rico|2|Jul-09-2016
Puerto Rico Departamento de Salud|30|Minimal|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2015-16|Puerto Rico|2|Jul-30-2016
Weekly Influenza Surveillance in Georgia|32|Minimal|https://dph.georgia.gov/flu-activity-georgia|2015-16|Georgia|2|Aug-13-2016
Puerto Rico Departamento de Salud|35|Minimal|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2015-16|Puerto Rico|2|Sep-03-2016
Influenza Surveillance|36|Minimal|https://www.colorado.gov/pacific/cdphe/influenza-data|2015-16|Colorado|2|Sep-10-2016
Influenza Surveillance|36|Minimal|https://phpa.health.maryland.gov/influenza/fluwatch|2015-16|Maryland|2|Sep-10-2016
Puerto Rico Departamento de Salud|36|Minimal|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2015-16|Puerto Rico|2|Sep-10-2016
Communicable Disease and Immunizations|37|Minimal|http://www.healthy.arkansas.gov/programs-services/topics/influenza|2015-16|Arkansas|2|Sep-17-2016
Influenza Surveillance|38|Minimal|https://www.colorado.gov/pacific/cdphe/influenza-data|2015-16|Colorado|2|Sep-24-2016
Influenza Surveillance|37|Minimal|http://www.health.ri.gov/data/flu/index.php|2015-16|Rhode Island|2|Sep-17-2016
Influenza Surveillance|39|Minimal|https://www.colorado.gov/pacific/cdphe/influenza-data|2015-16|Colorado|2|Oct-01-2016
North Carolina Influenza Update|39|Minimal|http://www.flu.nc.gov/ |2015-16|North Carolina|2|Oct-01-2016
Virginia Weekly Influenza Activity Report|39|Minimal|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|2015-16|Virginia|2|Oct-01-2016
Influenza & RSV Surveillance|40|Minimal|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|2016-17|Arizona|2|Oct-08-2016
Virginia Weekly Influenza Activity Report|41|Minimal|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|2016-17|Virginia|2|Oct-15-2016
Influenza Activity and Surveillance|40|Minimal|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|2016-17|South Carolina|2|Oct-08-2016
Virginia Weekly Influenza Activity Report|42|Minimal|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|2016-17|Virginia|2|Oct-22-2016
Influenza Surveillance Report|41|Minimal|http://dhss.alaska.gov/dph/Epi/id/Pages/influenza/influenza.aspx |2016-17|Alaska|2|Oct-15-2016
Influenza Surveillance|43|Minimal|https://www.colorado.gov/pacific/cdphe/influenza-data|2016-17|Colorado|2|Oct-29-2016
Puerto Rico Departamento de Salud|41|Minimal|http://www.salud.gov.pr/Estadisticas-Registros-y-Publicaciones/Pages/Influenza.aspx|2016-17|Puerto Rico|2|Oct-15-2016
Seasonal Influenza - Surveillance|43|Minimal|http://www.nj.gov/health/cd/topics/flu.shtml|2016-17|New Jersey|2|Oct-29-2016
Mississippi Flu Surveillance and Influenza-Like Illness Reports|43|Minimal|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|2016-17|Mississippi|2|Oct-29-2016
Influenza - Flu|43|Minimal|http://chfs.ky.gov/dph/epi/Influenza.htm|2016-17|Kentucky|2|Oct-29-2016
Surveillance Data|42|Minimal|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|2016-17|New York City|2|Oct-22-2016
Virginia Weekly Influenza Activity Report|43|Minimal|http://www.vdh.virginia.gov/epidemiology/influenza-flu-in-virginia/influenza-surveillance/|2016-17|Virginia|2|Oct-29-2016
Influenza Activity and Surveillance|43|Minimal|http://www.scdhec.gov/Health/DiseasesandConditions/InfectiousDiseases/Flu/FluData/|2016-17|South Carolina|2|Oct-29-2016
Influenza Information|43|Minimal|http://www.ok.gov/health/Disease,_Prevention,_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html|2016-17|Oklahoma|2|Oct-29-2016
Surveillance Data|43|Minimal|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|2016-17|New York City|2|Oct-29-2016
Influenza Surveillance|44|Minimal|http://adph.org/influenza/|2016-17|Alabama|2|Nov-05-2016
Seasonal Influenza - Surveillance|44|Minimal|http://www.nj.gov/health/cd/topics/flu.shtml|2016-17|New Jersey|2|Nov-05-2016
Surveillance Data|44|Minimal|http://www1.nyc.gov/site/doh/providers/health-topics/flu-alerts.page|2016-17|New York City|2|Nov-05-2016
Influenza Information|45|Minimal|http://www.ok.gov/health/Disease,_Prevention,_Preparedness/Acute_Disease_Service/Disease_Information/Influenza_Home_Page.html|2016-17|Oklahoma|2|Nov-12-2016
Influenza (Flu): Surveillance, News Releases and Brochures|45|Minimal|http://dpbh.nv.gov/Programs/OPHIE/dta/Publications/Public_Health_Informatics_and_Epidemiology_(OPHIE)_-_Publications/|2016-17|Nevada|2|Nov-12-2016
Influenza|45|Minimal|http://new.dhh.louisiana.gov/index.cfm/page/1591|2016-17|Louisiana|2|Nov-12-2016
Seasonal Influenza Surveillance Reports|45|Minimal|http://dph.illinois.gov/topics-services/diseases-and-conditions/influenza/surveillance|2016-17|Illinois|2|Nov-12-2016
Seasonal Influenza - Surveillance|46|Minimal|http://www.nj.gov/health/cd/topics/flu.shtml|2016-17|New Jersey|2|Nov-19-2016
Mississippi Flu Surveillance and Influenza-Like Illness Reports|46|Minimal|http://www.msdh.state.ms.us/msdhsite/_static/14,0,199,230.html|2016-17|Mississippi|2|Nov-19-2016
Influenza & RSV Surveillance|46|Minimal|http://www.azdhs.gov/phs/oids/epi/flu/index.htm|2016-17|Arizona|2|Nov-19-2016
Communicable Disease and Immunizations|46|Minimal|http://www.healthy.arkansas.gov/programs-services/topics/influenza|2016-17|Arkansas|2|Nov-19-2016
Influenza (Flu)|46|Minimal|https://www.cdph.ca.gov/Programs/CID/DCDC/Pages/Immunization/Influenza.aspx|2016-17|California|2|Nov-19-2016
Influenza Surveillance|46|Minimal|https://www.colorado.gov/pacific/cdphe/influenza-data|2016-17|Colorado|2|Nov-19-2016
